latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
36.86897,34.76484,312.64,0.41,0.37,2025-06-24,2341,N21,nominal,2.0NRT,297.21,1.66,N
37.70388,28.35411,316.67,0.48,0.4,2025-06-24,2341,N21,nominal,2.0NRT,291.16,1.37,N
37.77106,27.4363,307.86,0.53,0.42,2025-06-24,2341,N21,nominal,2.0NRT,297.63,2.23,N
38.43971,16.52372,307.56,0.7,0.75,2025-06-24,2341,N21,nominal,2.0NRT,291.62,1.23,N
37.25231,30.44038,303.05,0.41,0.37,2025-06-24,2341,N21,nominal,2.0NRT,291.54,1.11,N
37.25167,30.44493,306.4,0.41,0.37,2025-06-24,2341,N21,nominal,2.0NRT,290.91,1.11,N
36.88862,31.08139,303.13,0.39,0.36,2025-06-24,2341,N21,nominal,2.0NRT,291.98,0.55,N
36.26475,33.72984,311.76,0.4,0.37,2025-06-24,2341,N21,nominal,2.0NRT,299.06,1.5,N
36.26145,33.72898,310.41,0.4,0.37,2025-06-24,2341,N21,nominal,2.0NRT,300.2,1.5,N
34.28015,-6.57366,308.91,0.48,0.65,2025-06-25,0124,N21,nominal,2.0NRT,288.3,1.67,N
53.5239,9.90008,298.58,0.42,0.38,2025-06-25,0117,N21,nominal,2.0NRT,285.99,2.12,N
53.5197,9.90516,327.1,0.42,0.38,2025-06-25,0117,N21,nominal,2.0NRT,286.44,2.12,N
52.31663,10.25104,322.59,0.41,0.37,2025-06-25,0117,N21,nominal,2.0NRT,287.7,2.65,N
52.31096,10.26746,299.89,0.41,0.37,2025-06-25,0117,N21,nominal,2.0NRT,287.08,0.34,N
52.35291,9.89153,301.68,0.41,0.37,2025-06-25,0117,N21,nominal,2.0NRT,287.31,1.15,N
52.16498,10.42766,305.47,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,287.63,1.31,N
52.16245,10.42068,311.41,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,288.84,1.59,N
51.22022,16.20402,298.47,0.43,0.38,2025-06-25,0117,N21,nominal,2.0NRT,284.9,0.26,N
52.15991,10.4137,319.12,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,288.72,2.55,N
52.15737,10.40673,328.73,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,288.18,3.1,N
52.15894,10.39514,299.32,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,288.73,0.84,N
52.15405,10.40555,328.34,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,289.29,3.24,N
52.15151,10.39858,315.43,0.4,0.37,2025-06-25,0117,N21,nominal,2.0NRT,288,3.24,N
51.17915,16.11335,304.46,0.42,0.38,2025-06-25,0117,N21,nominal,2.0NRT,285.56,1.39,N
51.17581,16.11176,338.11,0.42,0.38,2025-06-25,0117,N21,nominal,2.0NRT,286.61,8.18,N
50.3406,19.33448,305.87,0.55,0.43,2025-06-25,0117,N21,nominal,2.0NRT,290.15,2.58,N
50.345,19.29609,297.69,0.55,0.42,2025-06-25,0117,N21,nominal,2.0NRT,286.92,1.21,N
50.33389,19.29008,329.81,0.55,0.42,2025-06-25,0117,N21,nominal,2.0NRT,287.75,6.95,N
50.33019,19.28806,323.25,0.55,0.42,2025-06-25,0117,N21,nominal,2.0NRT,287.71,4.04,N
50.08785,20.1047,295.2,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,282.84,0.82,N
52.49339,4.61208,329.23,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,286.09,4.03,N
52.49376,4.61158,335.08,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,285.9,3.82,N
50.34194,18.8699,301.29,0.53,0.42,2025-06-25,0117,N21,nominal,2.0NRT,287.48,0.79,N
52.48361,4.58536,306.95,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,283.73,0.92,N
52.4831,4.59128,296.98,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,280.92,1.01,N
52.4755,4.58352,297.43,0.4,0.44,2025-06-25,0117,N21,nominal,2.0NRT,284.86,0.42,N
51.42683,11.42657,304.27,0.39,0.36,2025-06-25,0117,N21,nominal,2.0NRT,286.05,0.85,N
51.8578,8.02972,302.52,0.45,0.39,2025-06-25,0117,N21,nominal,2.0NRT,288.56,0.9,N
51.76473,8.05536,309.05,0.45,0.39,2025-06-25,0117,N21,nominal,2.0NRT,288.41,1.22,N
51.26868,11.65912,299.44,0.39,0.36,2025-06-25,0117,N21,nominal,2.0NRT,287.43,0.78,N
51.61691,8.50828,298.84,0.44,0.38,2025-06-25,0117,N21,nominal,2.0NRT,288.75,0.67,N
51.59468,8.33245,304.77,0.44,0.38,2025-06-25,0117,N21,nominal,2.0NRT,289.55,1.31,N
51.51969,6.97184,306.52,0.48,0.4,2025-06-25,0120,N21,nominal,2.0NRT,290.74,1.2,N
50.48851,14.04196,298.61,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,287,0.65,N
51.50447,6.73737,309.49,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,291.44,1.63,N
51.50154,6.72933,312.04,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,292.31,2.45,N
51.49637,6.74241,329.13,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,291.86,3.41,N
51.49343,6.73441,318.92,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.88,3.41,N
51.48976,6.73341,316.29,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,290.05,2.36,N
51.4883,6.71137,313.62,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,290.31,1.98,N
51.48536,6.70335,328.96,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,290.75,6.18,N
51.48462,6.71038,336.57,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,292.26,6.18,N
51.48389,6.71739,325.08,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,290.4,2.95,N
51.48315,6.72441,311.35,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.61,2.95,N
51.48021,6.7164,324.8,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.71,2.95,N
51.46254,6.74052,334.38,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.43,3.23,N
51.4618,6.74753,300.3,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.13,3.23,N
51.42505,6.7376,302.3,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.7,0.83,N
51.42656,6.73852,300.21,0.49,0.4,2025-06-25,0120,N21,nominal,2.0NRT,289.61,0.77,N
49.89375,15.64015,303.84,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,289.55,1.25,N
48.60855,21.18784,296.8,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,283.53,1.78,N
48.60701,21.19398,308.1,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,280.9,1.78,N
50.13728,13.90474,296.36,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,285.66,0.57,N
51.2603,4.34291,305.49,0.4,0.44,2025-06-25,0120,N21,nominal,2.0NRT,288.24,0.76,N
51.25626,4.34205,301.77,0.4,0.44,2025-06-25,0120,N21,nominal,2.0NRT,290.49,1.33,N
51.16633,4.333,301.63,0.4,0.44,2025-06-25,0120,N21,nominal,2.0NRT,288.25,0.74,N
51.18045,3.81061,302.33,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,288.44,1.01,N
51.17631,3.80978,327.51,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,289.89,5.55,N
51.17265,3.80299,336.7,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,289.31,5.55,N
51.17218,3.80894,344.55,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,292.24,5.55,N
51.17124,3.82084,306.3,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,287.45,2.46,N
51.16758,3.81404,325.97,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,289.02,31.59,N
51.16711,3.81998,333.37,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,295.83,31.59,N
51.16852,3.80216,300.62,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,289.12,1.22,N
51.16805,3.8081,308.03,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,288.35,1.22,N
51.17055,3.8062,339.75,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,290.59,1.96,N
51.16955,3.81806,338.83,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,294.56,33.72,N
51.17005,3.81213,298.1,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,287.65,1.96,N
51.16592,3.81129,327.19,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,288.9,1.96,N
51.16642,3.80535,300.88,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,287.63,1.96,N
51.16542,3.8172,297.67,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,287.34,33.72,N
49.9512,12.23065,299.03,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,285.93,0.46,N
50.76369,5.67076,309.66,0.52,0.42,2025-06-25,0120,N21,nominal,2.0NRT,287.86,1.91,N
50.05226,11.31694,302.31,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,286.65,0.44,N
51.04349,2.29503,308.12,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,286.42,1.95,N
51.043,2.30188,315.59,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,285.52,1.95,N
51.03561,2.27982,314.11,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,285.95,2.29,N
51.03311,2.25159,297.24,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,285.88,0.83,N
51.02726,2.27144,315.84,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,285.88,3.02,N
47.91014,21.04493,302.44,0.49,0.49,2025-06-25,0120,N21,nominal,2.0NRT,288.21,0.76,N
47.91076,21.04574,300.4,0.49,0.49,2025-06-25,0120,N21,nominal,2.0NRT,287.96,1.05,N
49.95512,9.76965,306.13,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,289.18,1.26,N
48.11593,19.61141,316.03,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,286.05,2.29,N
50.69667,2.11126,303.67,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,287.03,1.12,N
49.66079,11.11237,306.97,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,286.76,0.84,N
50.47102,3.99036,308.34,0.4,0.44,2025-06-25,0120,N21,nominal,2.0NRT,288.8,1.27,N
48.45883,17.19096,309.24,0.5,0.41,2025-06-25,0120,N21,nominal,2.0NRT,290.53,1.98,N
48.45727,17.1907,309.26,0.5,0.41,2025-06-25,0120,N21,nominal,2.0NRT,290.53,1.5,N
47.64836,20.62747,324.09,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,287.63,2.5,N
46.6556,23.15447,295.36,0.33,0.55,2025-06-25,0120,N21,nominal,2.0NRT,285.02,0.24,N
45.95132,25.28247,304.75,0.43,0.62,2025-06-25,0120,N21,nominal,2.0NRT,285.41,1.99,N
49.53062,8.41586,303.81,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,291.22,0.79,N
49.51627,8.41752,300.93,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,289.94,1,N
49.64714,4.62372,328.95,0.56,0.43,2025-06-25,0120,N21,nominal,2.0NRT,286.25,9.17,N
49.50633,5.95729,302.55,0.49,0.41,2025-06-25,0120,N21,nominal,2.0NRT,288.34,1.68,N
48.27715,14.3343,328.82,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,293.94,4.82,N
48.27817,14.32884,303.24,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,289.94,1.29,N
48.27613,14.33977,316.06,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,290.25,4.82,N
48.27483,14.32744,331.39,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,292.91,3.81,N
48.27279,14.33837,326.47,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,290.46,1.82,N
48.27382,14.3329,300.49,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,289.35,1.82,N
49.35971,6.74814,306.19,0.46,0.39,2025-06-25,0120,N21,nominal,2.0NRT,288.62,1.47,N
49.35613,6.74718,322.53,0.46,0.39,2025-06-25,0120,N21,nominal,2.0NRT,291.95,3.84,N
48.77607,10.70024,303.74,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,288.57,0.72,N
49.2752,6.77794,298.43,0.46,0.39,2025-06-25,0120,N21,nominal,2.0NRT,288.23,0.91,N
49.05798,8.32682,303.71,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,293.17,0.9,N
45.95213,22.86531,310.66,0.34,0.56,2025-06-25,0120,N21,nominal,2.0NRT,287.28,1.25,N
48.51266,10.85339,302.86,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,287.87,1.4,N
48.50941,10.85226,310,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,286.59,1.4,N
46.79737,19.3725,303.39,0.45,0.47,2025-06-25,0120,N21,nominal,2.0NRT,287.7,0.96,N
45.12289,25.41403,299.85,0.47,0.64,2025-06-25,0120,N21,nominal,2.0NRT,286.28,1.07,N
45.12111,25.41978,297.75,0.47,0.64,2025-06-25,0120,N21,nominal,2.0NRT,284.83,1.07,N
49.47501,0.53475,297.59,0.55,0.51,2025-06-25,0120,N21,nominal,2.0NRT,286.49,1.86,N
44.95387,25.43982,296.08,0.47,0.64,2025-06-25,0120,N21,nominal,2.0NRT,285.74,0.68,N
44.95324,25.44163,306.15,0.47,0.64,2025-06-25,0120,N21,nominal,2.0NRT,287.11,1.15,N
48.36998,9.7361,298.44,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,287.68,0.37,N
44.22146,27.30007,305.8,0.61,0.71,2025-06-25,0120,N21,nominal,2.0NRT,288.32,1.81,N
48.59848,7.82314,318.75,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,292.63,1.59,N
48.59505,7.82217,304.02,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,291.3,1.59,N
48.59673,7.82141,305.86,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,292.06,1.59,N
48.33311,9.73338,307.49,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,289.59,1.48,N
48.69136,6.96761,302.89,0.45,0.39,2025-06-25,0120,N21,nominal,2.0NRT,288.86,1.43,N
44.21955,27.3012,306.65,0.61,0.71,2025-06-25,0120,N21,nominal,2.0NRT,288.75,1.83,N
47.78929,12.1824,307.77,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,289.57,1.14,N
48.97979,2.35393,297.1,0.45,0.47,2025-06-25,0120,N21,nominal,2.0NRT,285.25,0.52,N
48.97932,2.36021,296.65,0.45,0.47,2025-06-25,0120,N21,nominal,2.0NRT,285.3,0.52,N
48.98322,1.7585,305.61,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,287.45,1.16,N
48.98427,1.75861,306.38,0.48,0.48,2025-06-25,0120,N21,nominal,2.0NRT,287.74,0.99,N
48.56311,6.11072,302.27,0.48,0.4,2025-06-25,0120,N21,nominal,2.0NRT,288.36,1.2,N
47.46703,12.63201,300.46,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,285.9,0.9,N
47.59806,10.5719,295.03,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,283.98,0.39,N
48.0149,7.53338,303.88,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,289.46,0.77,N
48.38747,2.98048,304.07,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,288.68,1.18,N
48.25461,2.72089,300.58,0.43,0.46,2025-06-25,0120,N21,nominal,2.0NRT,287.67,0.63,N
45.45017,18.03535,303.01,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,291.9,0.51,N
44.94077,19.68518,301.69,0.51,0.5,2025-06-25,0120,N21,nominal,2.0NRT,289.49,0.71,N
47.17378,7.56217,330.96,0.42,0.38,2025-06-25,0120,N21,nominal,2.0NRT,291.75,4.52,N
47.07001,8.26789,318.3,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,291.4,1.2,N
46.06762,13.62386,303.29,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,290.02,0.72,N
44.08181,22.10375,301.29,0.35,0.57,2025-06-25,0120,N21,nominal,2.0NRT,289.84,1,N
43.90808,21.51067,303.33,0.33,0.56,2025-06-25,0120,N21,nominal,2.0NRT,289.61,0.66,N
44.27656,17.44408,315.86,0.42,0.45,2025-06-25,0120,N21,nominal,2.0NRT,285.83,1.75,N
45.3816,11.94965,305.76,0.4,0.37,2025-06-25,0120,N21,nominal,2.0NRT,295.33,1.24,N
45.68291,9.46643,315.55,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,295.3,1.42,N
45.42926,11.00307,309.21,0.39,0.36,2025-06-25,0120,N21,nominal,2.0NRT,293.58,1.02,N
45.63799,9.6053,315.65,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,296.35,2.07,N
45.51611,10.34341,311.82,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,295.74,1.3,N
45.5108,10.24371,332.99,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,295.77,6.02,N
45.45989,10.4557,338.44,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,296.87,8.13,N
45.47813,10.21297,335.94,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,295.25,16.97,N
45.63052,7.31844,295.38,0.41,0.37,2025-06-25,0120,N21,nominal,2.0NRT,280.84,0.42,N
45.61414,7.36351,311.22,0.41,0.37,2025-06-25,0120,N21,nominal,2.0NRT,282.08,0.97,N
45.14356,9.94377,326.72,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,296.2,4.1,N
45.14431,9.93897,315.23,0.38,0.36,2025-06-25,0120,N21,nominal,2.0NRT,294.96,4.1,N
43.41484,17.35476,307.1,0.44,0.46,2025-06-25,0120,N21,nominal,2.0NRT,291.02,1.39,N
43.53968,16.44198,305.95,0.4,0.44,2025-06-25,0120,N21,nominal,2.0NRT,293.45,0.32,N
42.22727,21.64716,318.25,0.38,0.59,2025-06-25,0120,N21,nominal,2.0NRT,290.35,1.56,N
42.22213,21.64492,302.93,0.38,0.59,2025-06-25,0120,N21,nominal,2.0NRT,289.72,1.56,N
45.24597,6.41117,301.95,0.43,0.38,2025-06-25,0120,N21,nominal,2.0NRT,290.24,0.88,N
41.50019,19.74306,313.66,0.32,0.55,2025-06-25,0120,N21,nominal,2.0NRT,291.32,0.81,N
42.57057,12.67466,304.81,0.44,0.39,2025-06-25,0122,N21,nominal,2.0NRT,293.1,0.67,N
41.84925,15.38021,307.09,0.39,0.44,2025-06-25,0122,N21,nominal,2.0NRT,291.64,0.62,N
41.8488,15.13298,312.67,0.57,0.43,2025-06-25,0122,N21,nominal,2.0NRT,292.82,2.05,N
43.42752,4.96928,302.44,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,289.93,0.55,N
43.38057,5.01025,302.49,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,290.99,0.74,N
43.377,5.00941,306.56,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,293.03,1.04,N
41.50137,15.73222,300.82,0.41,0.45,2025-06-25,0122,N21,nominal,2.0NRT,290.1,0.29,N
42.66988,9.30171,306.24,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,292.48,0.37,N
41.35467,15.81362,301.57,0.41,0.45,2025-06-25,0122,N21,nominal,2.0NRT,291.55,0.77,N
41.31396,15.55045,304.23,0.4,0.44,2025-06-25,0122,N21,nominal,2.0NRT,291.91,0.98,N
41.31292,15.55514,307.59,0.4,0.45,2025-06-25,0122,N21,nominal,2.0NRT,292.04,1.22,N
41.12749,15.94072,302.88,0.42,0.46,2025-06-25,0122,N21,nominal,2.0NRT,292.23,1.26,N
40.62895,18.00244,303.11,0.55,0.51,2025-06-25,0122,N21,nominal,2.0NRT,291.5,1.51,N
40.62566,18.00153,300.93,0.55,0.51,2025-06-25,0122,N21,nominal,2.0NRT,289.03,0.6,N
40.95203,15.66856,302.13,0.42,0.45,2025-06-25,0122,N21,nominal,2.0NRT,291.7,0.52,N
40.50257,17.21773,338.24,0.51,0.49,2025-06-25,0122,N21,nominal,2.0NRT,296.86,4.1,N
40.50395,17.21197,307.22,0.51,0.49,2025-06-25,0122,N21,nominal,2.0NRT,296.02,4.1,N
40.50099,17.20446,322.64,0.51,0.49,2025-06-25,0122,N21,nominal,2.0NRT,295.38,4.3,N
40.49824,17.21593,304.76,0.51,0.49,2025-06-25,0122,N21,nominal,2.0NRT,293,4.1,N
40.53109,16.76255,319.46,0.48,0.48,2025-06-25,0122,N21,nominal,2.0NRT,292.91,1.83,N
43.22642,-2.87773,315.94,0.36,0.57,2025-06-25,0122,N21,nominal,2.0NRT,287.61,1.85,N
43.2272,-2.88616,301.97,0.36,0.57,2025-06-25,0122,N21,nominal,2.0NRT,288.04,2.26,N
43.22673,-2.87727,298.14,0.36,0.57,2025-06-25,0122,N21,nominal,2.0NRT,287.18,0.82,N
43.22146,-2.87762,306.18,0.36,0.57,2025-06-25,0122,N21,nominal,2.0NRT,287.3,0.82,N
39.92004,18.29887,310.31,0.59,0.53,2025-06-25,0122,N21,nominal,2.0NRT,291.95,2.06,N
39.91711,18.29013,300.15,0.59,0.53,2025-06-25,0122,N21,nominal,2.0NRT,289.73,3.33,N
39.91545,18.29676,312.9,0.59,0.53,2025-06-25,0122,N21,nominal,2.0NRT,291.74,2.06,N
39.91248,18.28822,308.9,0.59,0.53,2025-06-25,0122,N21,nominal,2.0NRT,289.5,1.71,N
40.55706,9.67354,316.27,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.55,1.88,N
41.31115,1.66395,305.84,0.4,0.44,2025-06-25,0122,N21,nominal,2.0NRT,292.89,1.84,N
41.47568,-1.48902,303.72,0.58,0.52,2025-06-25,0122,N21,nominal,2.0NRT,292.51,1.54,N
38.793,15.21094,314.17,0.44,0.46,2025-06-25,0122,N21,nominal,2.0NRT,292.5,0.61,N
39.21262,8.40672,306.99,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,296.89,0.82,N
37.754,15.03254,299.25,0.46,0.47,2025-06-25,0122,N21,nominal,2.0NRT,285.86,0.94,N
37.75254,15.03902,303.63,0.46,0.47,2025-06-25,0122,N21,nominal,2.0NRT,288.88,0.94,N
37.75354,14.99486,305.34,0.45,0.47,2025-06-25,0122,N21,nominal,2.0NRT,276.5,0.81,N
37.74653,15.00602,315.02,0.46,0.47,2025-06-25,0122,N21,nominal,2.0NRT,289.34,3.22,N
37.74339,15.00239,298.95,0.46,0.47,2025-06-25,0122,N21,nominal,2.0NRT,281.82,0.76,N
40.24628,-3.47644,299.28,0.36,0.58,2025-06-25,0122,N21,nominal,2.0NRT,285.97,1.08,N
37.84654,12.7467,322.97,0.53,0.42,2025-06-25,0122,N21,nominal,2.0NRT,293.28,2.52,N
37.6514,13.29573,305.78,0.56,0.43,2025-06-25,0122,N21,nominal,2.0NRT,291.12,1.67,N
36.68374,15.08101,337.23,0.48,0.48,2025-06-25,0122,N21,nominal,2.0NRT,294.08,3.85,N
38.66859,-4.0538,305.07,0.38,0.59,2025-06-25,0122,N21,nominal,2.0NRT,290.46,1.6,N
38.35865,-0.50626,305.11,0.48,0.48,2025-06-25,0122,N21,nominal,2.0NRT,294.17,1.19,N
38.34794,-0.48593,311.97,0.48,0.48,2025-06-25,0122,N21,nominal,2.0NRT,294.86,3.26,N
38.4862,-6.67901,295.99,0.53,0.67,2025-06-25,0122,N21,nominal,2.0NRT,285.56,1.74,N
36.67875,9.91939,308.1,0.43,0.38,2025-06-25,0122,N21,nominal,2.0NRT,293.39,0.66,N
36.4998,10.02795,305.25,0.43,0.38,2025-06-25,0122,N21,nominal,2.0NRT,295.15,0.67,N
36.79934,7.70949,304.84,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.81,0.55,N
36.79419,7.69932,310.15,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.21,0.78,N
36.78696,7.70195,318.07,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.12,2.8,N
36.88087,6.96103,310.53,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.01,1.26,N
36.87697,6.94247,311.15,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.83,1.77,N
36.87631,6.94672,305.08,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.89,0.86,N
36.8671,6.98416,306.78,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.56,1.94,N
36.76096,7.30837,316.63,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.45,1.7,N
36.74998,6.25403,311.8,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,295.76,2.75,N
36.7467,6.25327,329.24,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,298.53,2.75,N
36.74606,6.25756,317.4,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.78,3.13,N
36.43118,6.62066,309.9,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.54,0.96,N
36.43053,6.62489,305.09,0.38,0.36,2025-06-25,0122,N21,nominal,2.0NRT,293.06,0.96,N
37.51311,-4.75465,298.98,0.41,0.6,2025-06-25,0122,N21,nominal,2.0NRT,288.69,0.64,N
35.77635,9.88889,307.82,0.44,0.38,2025-06-25,0122,N21,nominal,2.0NRT,296.23,1.11,N
37.5136,-4.75462,298.99,0.4,0.6,2025-06-25,0122,N21,nominal,2.0NRT,288.77,0.49,N
36.67942,3.12218,314.4,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,297.79,1.62,N
36.50496,4.36234,325.16,0.42,0.38,2025-06-25,0122,N21,nominal,2.0NRT,295.56,3.84,N
36.33551,5.48051,306.41,0.39,0.37,2025-06-25,0122,N21,nominal,2.0NRT,293.04,1.16,N
36.62912,3.23303,314.01,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,298.08,2.15,N
36.24358,5.99246,327.87,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,292.42,5.62,N
36.24295,5.99671,327.88,0.39,0.36,2025-06-25,0122,N21,nominal,2.0NRT,294.16,5.62,N
36.5988,3.13674,318.06,0.46,0.39,2025-06-25,0122,N21,nominal,2.0NRT,296.69,2.32,N
36.59776,2.87728,319.88,0.47,0.4,2025-06-25,0122,N21,nominal,2.0NRT,295.86,2.59,N
36.19422,5.63382,302.72,0.39,0.36,2025-06-25,0124,N21,nominal,2.0NRT,290.61,0.32,N
36.5448,2.82504,328.07,0.47,0.4,2025-06-25,0124,N21,nominal,2.0NRT,295.86,3.49,N
36.17591,5.5722,306.08,0.39,0.36,2025-06-25,0124,N21,nominal,2.0NRT,291.85,0.65,N
36.96523,-1.90776,304.54,0.55,0.51,2025-06-25,0124,N21,nominal,2.0NRT,292.99,1.08,N
36.4045,2.90014,329.83,0.47,0.4,2025-06-25,0124,N21,nominal,2.0NRT,297.84,6.55,N
35.86657,6.02709,322.27,0.39,0.36,2025-06-25,0124,N21,nominal,2.0NRT,292.51,2.26,N
36.181,3.74638,307.86,0.43,0.38,2025-06-25,0124,N21,nominal,2.0NRT,295.4,1.03,N
